method,scenario_id,scenario,rep,N,n_X,sigma_x,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
lsem_i_proxyX,7,N1000_nX200_sx2,77,1000,200,2.000000,1.618718,1.341391,1.189410,0.429308,0.277328,1.724052,1.340376,1.148539,0.575514,0.383676,-0.105334,0.001014,0.040872,-0.146206,-0.106348,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,78,1000,200,2.000000,1.660561,1.373310,1.235592,0.424969,0.287250,1.737836,1.354302,1.162535,0.575301,0.383534,-0.077275,0.019008,0.073057,-0.150332,-0.096283,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,79,1000,200,2.000000,1.605448,1.304801,1.142030,0.463418,0.300647,1.749442,1.365515,1.173551,0.575891,0.383927,-0.143994,-0.060714,-0.031521,-0.112473,-0.083280,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,80,1000,200,2.000000,1.631491,1.299170,1.134863,0.496628,0.332321,1.750643,1.366699,1.174727,0.575916,0.383944,-0.119152,-0.067530,-0.039865,-0.079287,-0.051622,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,81,1000,200,2.000000,1.450753,1.123916,0.933943,0.516811,0.326837,1.738500,1.354506,1.162508,0.575992,0.383994,-0.287747,-0.230590,-0.228566,-0.059181,-0.057157,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,82,1000,200,2.000000,1.695940,1.387094,1.240237,0.455703,0.308845,1.733834,1.350482,1.158806,0.575028,0.383352,-0.037894,0.036612,0.081431,-0.119325,-0.074507,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,83,1000,200,2.000000,1.427292,1.155266,1.021337,0.405955,0.272026,1.730341,1.346974,1.155290,0.575051,0.383367,-0.303049,-0.191708,-0.133953,-0.169096,-0.111341,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,84,1000,200,2.000000,1.437612,1.127758,1.006855,0.430757,0.309854,1.740398,1.356719,1.164879,0.575519,0.383680,-0.302786,-0.228961,-0.158023,-0.144763,-0.073825,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,85,1000,200,2.000000,1.385526,1.085677,0.956203,0.429323,0.299849,1.739913,1.356004,1.164050,0.575862,0.383908,-0.354386,-0.270327,-0.207847,-0.146539,-0.084059,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,86,1000,200,2.000000,1.509172,1.225739,1.050210,0.458962,0.283432,1.728823,1.345488,1.153820,0.575003,0.383335,-0.219652,-0.119749,-0.103610,-0.116041,-0.099903,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,87,1000,200,2.000000,1.548085,1.220691,0.947762,0.600323,0.327394,1.749465,1.365533,1.173567,0.575898,0.383932,-0.201379,-0.144842,-0.225805,0.024425,-0.056538,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,88,1000,200,2.000000,1.639133,1.265876,1.076692,0.562441,0.373256,1.761919,1.377359,1.185079,0.576840,0.384560,-0.122786,-0.111483,-0.108387,-0.014399,-0.011303,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,89,1000,200,2.000000,1.617935,1.295688,1.118038,0.499897,0.322247,1.730567,1.347034,1.155267,0.575301,0.383534,-0.112633,-0.051346,-0.037229,-0.075404,-0.061286,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,90,1000,200,2.000000,1.402350,1.083855,0.932773,0.469577,0.318495,1.722586,1.338859,1.146996,0.575590,0.383726,-0.320236,-0.255004,-0.214223,-0.106012,-0.065232,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,91,1000,200,2.000000,1.572838,1.188580,1.009741,0.563098,0.384258,1.748454,1.364773,1.172932,0.575522,0.383681,-0.175616,-0.176193,-0.163191,-0.012425,0.000577,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,92,1000,200,2.000000,1.588026,1.198131,1.048557,0.539469,0.389894,1.762871,1.378978,1.187031,0.575839,0.383893,-0.174845,-0.180846,-0.138475,-0.036370,0.006001,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,93,1000,200,2.000000,1.463277,1.122347,0.902191,0.561087,0.340930,1.743027,1.359192,1.167275,0.575753,0.383835,-0.279750,-0.236845,-0.265084,-0.014666,-0.042905,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,94,1000,200,2.000000,1.547225,1.174667,0.968269,0.578956,0.372558,1.757116,1.372949,1.180866,0.576250,0.384167,-0.209891,-0.198283,-0.212597,0.002706,-0.011609,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,95,1000,200,2.000000,1.431630,1.123324,0.928518,0.503113,0.308306,1.725541,1.341535,1.149532,0.576009,0.384006,-0.293911,-0.218211,-0.221014,-0.072896,-0.075700,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,96,1000,200,2.000000,1.465211,1.193402,1.064807,0.400404,0.271809,1.771120,1.387139,1.195148,0.575973,0.383982,-0.305909,-0.193736,-0.130340,-0.175569,-0.112173,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,97,1000,200,2.000000,1.713480,1.318724,1.071858,0.641622,0.394755,1.732986,1.349413,1.157627,0.575359,0.383573,-0.019506,-0.030689,-0.085769,0.066263,0.011183,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,98,1000,200,2.000000,1.522242,1.147931,1.032182,0.490060,0.374311,1.712947,1.329252,1.137405,0.575543,0.383695,-0.190705,-0.181321,-0.105223,-0.085482,-0.009384,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,99,1000,200,2.000000,1.583555,1.133490,0.979335,0.604220,0.450065,1.736393,1.352956,1.161238,0.575155,0.383437,-0.152838,-0.219466,-0.181903,0.029066,0.066629,,,,,,
lsem_i_proxyX,7,N1000_nX200_sx2,100,1000,200,2.000000,1.510664,1.246995,1.130327,0.380337,0.263669,1.720561,1.337170,1.145474,0.575087,0.383391,-0.209897,-0.090175,-0.015147,-0.194750,-0.119722,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,1,4000,10,0.700000,1.580807,1.209789,1.028862,0.551945,0.371018,1.743241,1.359143,1.167094,0.576147,0.384098,-0.162433,-0.149354,-0.138232,-0.024201,-0.013079,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,2,4000,10,0.700000,1.602636,1.295185,1.122917,0.479719,0.307451,1.751187,1.367405,1.175514,0.575673,0.383782,-0.148551,-0.072221,-0.052597,-0.095954,-0.076331,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,3,4000,10,0.700000,1.742136,1.321995,1.127147,0.614989,0.420141,1.725764,1.342255,1.150501,0.575263,0.383509,0.016372,-0.020260,-0.023354,0.039726,0.036632,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,4,4000,10,0.700000,1.594363,1.300256,1.144660,0.449703,0.294107,1.741978,1.358078,1.166128,0.575850,0.383900,-0.147615,-0.057822,-0.021468,-0.126147,-0.089793,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,5,4000,10,0.700000,1.576723,1.240582,1.070839,0.505884,0.336141,1.735724,1.351762,1.159780,0.575944,0.383963,-0.159001,-0.111180,-0.088941,-0.070060,-0.047822,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,6,4000,10,0.700000,1.561478,1.212289,1.015584,0.545894,0.349189,1.736709,1.352660,1.160636,0.576073,0.384049,-0.175231,-0.140372,-0.145053,-0.030178,-0.034859,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,7,4000,10,0.700000,1.503729,1.161345,0.986158,0.517570,0.342384,1.741923,1.358494,1.166780,0.575143,0.383429,-0.238194,-0.197149,-0.180621,-0.057573,-0.041045,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,8,4000,10,0.700000,1.652722,1.307503,1.138427,0.514295,0.345219,1.730948,1.347192,1.155314,0.575634,0.383756,-0.078226,-0.039689,-0.016887,-0.061339,-0.038537,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,9,4000,10,0.700000,1.563947,1.237897,1.076083,0.487864,0.326050,1.727616,1.344114,1.152363,0.575253,0.383502,-0.163669,-0.106217,-0.076280,-0.087389,-0.057452,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,10,4000,10,0.700000,1.568199,1.234539,1.093382,0.474817,0.333661,1.734974,1.351125,1.159201,0.575773,0.383849,-0.166775,-0.116587,-0.065819,-0.100956,-0.050188,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,11,4000,10,0.700000,1.634254,1.244889,1.065204,0.569050,0.389364,1.722683,1.339123,1.147343,0.575340,0.383560,-0.088429,-0.094233,-0.082139,-0.006290,0.005804,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,12,4000,10,0.700000,1.713761,1.328142,1.120359,0.593402,0.385619,1.722570,1.338959,1.147154,0.575416,0.383610,-0.008809,-0.010818,-0.026795,0.017986,0.002009,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,13,4000,10,0.700000,1.681703,1.321740,1.153773,0.527930,0.359963,1.732144,1.348586,1.156807,0.575336,0.383557,-0.050440,-0.026846,-0.003035,-0.047406,-0.023594,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,14,4000,10,0.700000,1.664282,1.311003,1.150874,0.513408,0.353279,1.736138,1.353016,1.161455,0.574683,0.383122,-0.071856,-0.042013,-0.010581,-0.061275,-0.029843,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,15,4000,10,0.700000,1.566672,1.245500,1.068305,0.498367,0.321172,1.733570,1.350013,1.158235,0.575335,0.383557,-0.166898,-0.104514,-0.089930,-0.076968,-0.062384,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,16,4000,10,0.700000,1.598835,1.308958,1.148726,0.450109,0.289877,1.744725,1.360849,1.168911,0.575814,0.383876,-0.145890,-0.051891,-0.020186,-0.125705,-0.093999,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,17,4000,10,0.700000,1.601041,1.259451,1.078530,0.522511,0.341590,1.731533,1.347669,1.155737,0.575796,0.383864,-0.130492,-0.088218,-0.077206,-0.053285,-0.042274,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,18,4000,10,0.700000,1.713916,1.321146,1.128997,0.584920,0.392770,1.729004,1.345581,1.153869,0.575135,0.383423,-0.015088,-0.024435,-0.024873,0.009785,0.009347,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,19,4000,10,0.700000,1.663352,1.262522,1.057730,0.605622,0.400830,1.740446,1.356703,1.164832,0.575615,0.383743,-0.077094,-0.094181,-0.107102,0.030008,0.017087,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,20,4000,10,0.700000,1.611901,1.268600,1.089531,0.522370,0.343301,1.730012,1.346421,1.154625,0.575388,0.383592,-0.118111,-0.077820,-0.065093,-0.053018,-0.040291,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,21,4000,10,0.700000,1.602342,1.284445,1.119067,0.483275,0.317897,1.745641,1.361514,1.169450,0.576191,0.384127,-0.143299,-0.077069,-0.050383,-0.092915,-0.066230,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,22,4000,10,0.700000,1.704838,1.321950,1.109935,0.594903,0.382888,1.742684,1.359097,1.167303,0.575381,0.383588,-0.037846,-0.037146,-0.057368,0.019521,-0.000700,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,23,4000,10,0.700000,1.575840,1.253270,1.084464,0.491376,0.322570,1.732571,1.348962,1.157158,0.575412,0.383608,-0.156730,-0.095692,-0.072694,-0.084036,-0.061038,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,24,4000,10,0.700000,1.501838,1.236049,1.087510,0.414327,0.265788,1.743422,1.359619,1.167717,0.575706,0.383804,-0.241585,-0.123569,-0.080207,-0.161378,-0.118016,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,25,4000,10,0.700000,1.593227,1.279198,1.134160,0.459067,0.314029,1.749403,1.365396,1.173393,0.576009,0.384006,-0.156175,-0.086198,-0.039233,-0.116942,-0.069977,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,26,4000,10,0.700000,1.577690,1.256123,1.061634,0.516056,0.321566,1.724385,1.340796,1.149001,0.575385,0.383590,-0.146696,-0.084672,-0.087367,-0.059329,-0.062023,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,27,4000,10,0.700000,1.628365,1.284914,1.091712,0.536654,0.343451,1.735354,1.351812,1.160041,0.575313,0.383542,-0.106988,-0.066897,-0.068329,-0.038659,-0.040091,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,28,4000,10,0.700000,1.561163,1.270141,1.123270,0.437893,0.291022,1.743953,1.359902,1.167877,0.576076,0.384051,-0.182790,-0.089762,-0.044607,-0.138183,-0.093029,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,29,4000,10,0.700000,1.695621,1.300078,1.099738,0.595882,0.395543,1.730188,1.346510,1.154670,0.575518,0.383678,-0.034567,-0.046431,-0.054932,0.020365,0.011864,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,30,4000,10,0.700000,1.568582,1.243212,1.054352,0.514230,0.325370,1.738956,1.355296,1.163467,0.575489,0.383659,-0.170374,-0.112084,-0.109115,-0.061259,-0.058289,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,31,4000,10,0.700000,1.653876,1.242270,1.044867,0.609009,0.411606,1.740637,1.356703,1.164736,0.575900,0.383934,-0.086760,-0.114433,-0.119869,0.033109,0.027672,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,32,4000,10,0.700000,1.483578,1.212821,1.060264,0.423314,0.270757,1.735347,1.351792,1.160015,0.575332,0.383555,-0.251769,-0.138971,-0.099751,-0.152018,-0.112798,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,33,4000,10,0.700000,1.692212,1.312639,1.113767,0.578445,0.379573,1.747057,1.363005,1.170979,0.576077,0.384052,-0.054845,-0.050366,-0.057212,0.002367,-0.004479,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,34,4000,10,0.700000,1.604875,1.251237,1.066379,0.538497,0.353638,1.734965,1.351526,1.159807,0.575159,0.383439,-0.130090,-0.100289,-0.093428,-0.036662,-0.029801,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,35,4000,10,0.700000,1.532483,1.239143,1.084015,0.448468,0.293340,1.738183,1.354552,1.162736,0.575448,0.383632,-0.205700,-0.115408,-0.078721,-0.126979,-0.090292,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,36,4000,10,0.700000,1.541693,1.219936,1.059112,0.482580,0.321757,1.742890,1.358829,1.166798,0.576092,0.384061,-0.201197,-0.138893,-0.107686,-0.093512,-0.062305,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,37,4000,10,0.700000,1.634264,1.293418,1.091332,0.542932,0.340846,1.734646,1.350959,1.159115,0.575531,0.383688,-0.100383,-0.057541,-0.067783,-0.032600,-0.042841,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,38,4000,10,0.700000,1.543104,1.266821,1.102244,0.440860,0.276283,1.740339,1.356398,1.164427,0.575911,0.383941,-0.197235,-0.089576,-0.062183,-0.135051,-0.107658,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,39,4000,10,0.700000,1.513402,1.166792,0.996106,0.517296,0.346610,1.747973,1.364099,1.172162,0.575810,0.383873,-0.234570,-0.197307,-0.176056,-0.058514,-0.037263,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,40,4000,10,0.700000,1.574376,1.252094,1.077350,0.497026,0.322283,1.733838,1.349746,1.157701,0.576137,0.384091,-0.159461,-0.097653,-0.080351,-0.079110,-0.061808,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,41,4000,10,0.700000,1.559458,1.203118,1.007120,0.552338,0.356340,1.745526,1.361426,1.169376,0.576151,0.384100,-0.186068,-0.158308,-0.162256,-0.023813,-0.027761,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,42,4000,10,0.700000,1.643562,1.255602,1.054843,0.588719,0.387960,1.737315,1.353684,1.161869,0.575446,0.383631,-0.093753,-0.098082,-0.107025,0.013272,0.004329,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,43,4000,10,0.700000,1.653578,1.289296,1.077411,0.576167,0.364283,1.738095,1.354234,1.162304,0.575791,0.383860,-0.084516,-0.064939,-0.084893,0.000377,-0.019578,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,44,4000,10,0.700000,1.586297,1.237077,1.071859,0.514438,0.349221,1.735739,1.351773,1.159790,0.575949,0.383966,-0.149442,-0.114696,-0.087930,-0.061511,-0.034746,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,45,4000,10,0.700000,1.563026,1.229798,1.051469,0.511558,0.333228,1.735182,1.351207,1.159220,0.575961,0.383974,-0.172155,-0.121409,-0.107752,-0.064403,-0.050746,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,46,4000,10,0.700000,1.702112,1.339127,1.123278,0.578835,0.362986,1.741802,1.357910,1.165964,0.575839,0.383892,-0.039690,-0.018783,-0.042686,0.002996,-0.020907,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,47,4000,10,0.700000,1.642157,1.314777,1.118800,0.523357,0.327380,1.734088,1.350239,1.158315,0.575773,0.383848,-0.091931,-0.035463,-0.039515,-0.052415,-0.056468,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,48,4000,10,0.700000,1.553883,1.213831,1.035869,0.518015,0.340052,1.741912,1.358124,1.166231,0.575681,0.383787,-0.188028,-0.144293,-0.130362,-0.057666,-0.043735,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,49,4000,10,0.700000,1.571303,1.224322,1.018800,0.552503,0.346982,1.757135,1.373230,1.181278,0.575857,0.383905,-0.185831,-0.148909,-0.162478,-0.023354,-0.036923,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,50,4000,10,0.700000,1.754768,1.375079,1.189843,0.564926,0.379689,1.731616,1.348214,1.156513,0.575102,0.383401,0.023153,0.026865,0.033330,-0.010177,-0.003712,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,51,4000,10,0.700000,1.662188,1.303621,1.113111,0.549077,0.358567,1.736847,1.352837,1.160832,0.576015,0.384010,-0.074659,-0.049216,-0.047722,-0.026937,-0.025443,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,52,4000,10,0.700000,1.626533,1.334683,1.150637,0.475896,0.291850,1.732592,1.348966,1.157152,0.575440,0.383626,-0.106059,-0.014283,-0.006515,-0.099544,-0.091776,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,53,4000,10,0.700000,1.479734,1.173272,1.004709,0.475025,0.306463,1.733453,1.350008,1.158285,0.575168,0.383445,-0.253719,-0.176736,-0.153577,-0.100143,-0.076983,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,54,4000,10,0.700000,1.600191,1.243696,1.054447,0.545744,0.356495,1.734634,1.350916,1.159057,0.575578,0.383718,-0.134444,-0.107220,-0.104610,-0.029834,-0.027223,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,55,4000,10,0.700000,1.487601,1.183765,1.045383,0.442218,0.303836,1.753183,1.369461,1.177600,0.575583,0.383722,-0.265582,-0.185696,-0.132217,-0.133365,-0.079886,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,56,4000,10,0.700000,1.569835,1.228205,1.077085,0.492749,0.341630,1.728768,1.344799,1.152815,0.575953,0.383969,-0.158933,-0.116595,-0.075729,-0.083204,-0.042339,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,57,4000,10,0.700000,1.605093,1.263603,1.081374,0.523719,0.341490,1.738726,1.354874,1.162949,0.575777,0.383851,-0.133633,-0.091272,-0.081575,-0.052058,-0.042362,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,58,4000,10,0.700000,1.541503,1.195284,1.005697,0.535806,0.346220,1.725059,1.341393,1.149560,0.575500,0.383666,-0.183556,-0.146109,-0.143862,-0.039694,-0.037447,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,59,4000,10,0.700000,1.564668,1.225388,1.055824,0.508845,0.339280,1.741487,1.357350,1.165282,0.576205,0.384137,-0.176819,-0.131963,-0.109458,-0.067361,-0.044856,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,60,4000,10,0.700000,1.682233,1.285805,1.101105,0.581128,0.396428,1.751136,1.367020,1.174962,0.576174,0.384116,-0.068903,-0.081215,-0.073857,0.004954,0.012312,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,61,4000,10,0.700000,1.710308,1.304106,1.119084,0.591223,0.406202,1.725279,1.341614,1.149782,0.575497,0.383665,-0.014972,-0.037509,-0.030698,0.015726,0.022537,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,62,4000,10,0.700000,1.616313,1.223469,1.037886,0.578427,0.392844,1.741367,1.357722,1.165899,0.575468,0.383646,-0.125054,-0.134253,-0.128013,0.002959,0.009198,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,63,4000,10,0.700000,1.606823,1.247501,1.054105,0.552718,0.359322,1.723767,1.340323,1.148601,0.575166,0.383444,-0.116944,-0.092822,-0.094496,-0.022447,-0.024122,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,64,4000,10,0.700000,1.596340,1.236023,1.051356,0.544985,0.360317,1.734437,1.350673,1.158791,0.575646,0.383764,-0.138097,-0.114650,-0.107435,-0.030661,-0.023447,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,65,4000,10,0.700000,1.709923,1.303252,1.094925,0.614998,0.406671,1.737473,1.353629,1.161707,0.575765,0.383844,-0.027550,-0.050377,-0.066782,0.039232,0.022828,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,66,4000,10,0.700000,1.485541,1.173943,1.033489,0.452052,0.311599,1.728003,1.344257,1.152384,0.575619,0.383746,-0.242461,-0.170314,-0.118895,-0.123566,-0.072147,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,67,4000,10,0.700000,1.705778,1.334975,1.159826,0.545952,0.370803,1.737710,1.353848,1.161917,0.575793,0.383862,-0.031932,-0.018873,-0.002091,-0.029841,-0.013059,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,68,4000,10,0.700000,1.652944,1.293010,1.098600,0.554343,0.359933,1.752701,1.368859,1.176939,0.575762,0.383841,-0.099757,-0.075849,-0.078339,-0.021419,-0.023908,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,69,4000,10,0.700000,1.607599,1.234863,1.051576,0.556023,0.372736,1.759341,1.375108,1.182991,0.576350,0.384234,-0.151743,-0.140245,-0.131415,-0.020328,-0.011497,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,70,4000,10,0.700000,1.643114,1.298898,1.112957,0.530157,0.344216,1.715778,1.332150,1.140336,0.575442,0.383628,-0.072664,-0.033252,-0.027379,-0.045285,-0.039412,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,71,4000,10,0.700000,1.587985,1.243063,1.070168,0.517817,0.344922,1.744922,1.360967,1.168990,0.575933,0.383955,-0.156937,-0.117904,-0.098822,-0.058116,-0.039033,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,72,4000,10,0.700000,1.585201,1.257467,1.083029,0.502172,0.327734,1.749080,1.364926,1.172849,0.576232,0.384154,-0.163879,-0.107459,-0.089820,-0.074059,-0.056420,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,73,4000,10,0.700000,1.609197,1.274384,1.080661,0.528535,0.334812,1.748286,1.364430,1.172502,0.575784,0.383856,-0.139090,-0.090046,-0.091841,-0.047249,-0.049044,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,74,4000,10,0.700000,1.647179,1.330625,1.163117,0.484062,0.316555,1.728227,1.344422,1.152519,0.575708,0.383805,-0.081047,-0.013797,0.010598,-0.091645,-0.067250,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,75,4000,10,0.700000,1.702841,1.315667,1.106454,0.596386,0.387174,1.736614,1.352991,1.161180,0.575434,0.383623,-0.033773,-0.037324,-0.054725,0.020952,0.003551,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,76,4000,10,0.700000,1.542059,1.293590,1.183138,0.358921,0.248469,1.730153,1.346583,1.154798,0.575355,0.383570,-0.188094,-0.052993,0.028340,-0.216434,-0.135101,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,77,4000,10,0.700000,1.629156,1.231021,1.045642,0.583514,0.398135,1.728704,1.345227,1.153488,0.575216,0.383478,-0.099548,-0.114206,-0.107846,0.008298,0.014658,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,78,4000,10,0.700000,1.718168,1.320261,1.088622,0.629545,0.397907,1.746601,1.362954,1.171131,0.575470,0.383647,-0.028433,-0.042693,-0.082508,0.054075,0.014260,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,79,4000,10,0.700000,1.628472,1.273348,1.075838,0.552634,0.355124,1.742428,1.358606,1.166695,0.575733,0.383822,-0.113956,-0.085258,-0.090857,-0.023099,-0.028698,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,80,4000,10,0.700000,1.519869,1.213357,1.058832,0.461037,0.306513,1.742174,1.358212,1.166231,0.575944,0.383962,-0.222305,-0.144855,-0.107398,-0.114907,-0.077450,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,81,4000,10,0.700000,1.587360,1.290439,1.123311,0.464049,0.296921,1.740105,1.356215,1.164270,0.575835,0.383890,-0.152745,-0.065776,-0.040959,-0.111786,-0.086969,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,82,4000,10,0.700000,1.667822,1.345525,1.167806,0.500016,0.322297,1.741367,1.357532,1.165614,0.575753,0.383835,-0.073545,-0.012007,0.002192,-0.075737,-0.061538,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,83,4000,10,0.700000,1.614847,1.292748,1.117975,0.496872,0.322098,1.745123,1.361140,1.169149,0.575975,0.383983,-0.130277,-0.068392,-0.051174,-0.079103,-0.061885,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,84,4000,10,0.700000,1.692426,1.322261,1.113200,0.579226,0.370166,1.740438,1.356566,1.164630,0.575808,0.383872,-0.048012,-0.034305,-0.051430,0.003418,-0.013706,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,85,4000,10,0.700000,1.626808,1.250751,1.049429,0.577379,0.376057,1.730776,1.347094,1.155253,0.575523,0.383682,-0.103968,-0.096343,-0.105825,0.001856,-0.007625,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,86,4000,10,0.700000,1.595593,1.206573,1.017453,0.578140,0.389019,1.749310,1.365197,1.173141,0.576169,0.384113,-0.153717,-0.158624,-0.155688,0.001971,0.004907,,,,,,
lsem_i_proxyX,2,N4000_nX10_sx0.7,87,4000,10,0.700000,1.617803,1.309819,1.132836,0.484966,0.307984,1.720193,1.336723,1.144988,0.575205,0.383470,-0.102390,-0.026904,-0.012152,-0.090239,-0.075486,,,,,,
